0 0.0129 inf 0.0 0.0 0.0
10 0.1613 0.00196078 0.51 1.0 0.1
20 0.2686 0.00196078 0.5163 1.0 0.1
30 0.3753 0.00196078 0.523 1.0 0.1
40 0.4852 0.00196078 0.5287 1.0 0.1
50 0.5955 0.00196078 0.5345 1.0 0.1
60 0.7031 0.00196078 0.5403 1.0 0.1
70 0.8136 0.00196078 0.546 1.0 0.1
80 0.9212 0.00196078 0.5518 1.0 0.1
90 1.031 0.00196078 0.5575 1.0 0.1
100 1.1381 0.00196078 0.5633 1.0 0.1
110 1.2458 0.00196078 0.5693 1.0 0.1
120 1.3529 0.00196078 0.5755 1.0 0.1
130 1.4628 0.00196078 0.5812 1.0 0.1
140 1.5735 0.00196078 0.5869 1.0 0.1
150 1.6847 0.00196078 0.5927 1.0 0.1
160 1.8011 0.00196078 0.5984 1.0 0.1
170 1.9153 0.00196078 0.6042 1.0 0.1
180 2.0359 0.00196078 0.6104 1.0 0.1
190 2.1497 0.00196078 0.6161 1.0 0.1
200 2.2642 0.00196078 0.6222 1.0 0.1
210 2.3819 0.00196078 0.6279 1.0 0.1
220 2.4967 0.00196078 0.6337 1.0 0.1
230 2.6187 0.00196078 0.6443 1.0 0.1
240 2.7364 0.00196078 0.6527 1.0 0.1
250 2.8539 0.00196078 0.6627 1.0 0.1
260 2.9755 0.00196078 0.6733 1.0 0.1
270 3.0963 0.00196078 0.6823 1.0 0.1
280 3.2185 0.00196078 0.6931 1.0 0.1
290 3.3391 0.00196078 0.7009 1.0 0.1
300 3.4599 0.00196078 0.7112 1.0 0.1
310 3.5861 0.00196078 0.7166 1.0 0.1
320 3.7075 0.00196078 0.7217 1.0 0.1
330 3.8345 0.00196078 0.7287 1.0 0.1
340 3.9583 0.00196078 0.7356 1.0 0.1
350 4.0813 0.00196078 0.741 1.0 0.1
360 4.2056 0.00196078 0.7476 1.0 0.1
370 4.3352 0.00196078 0.7552 1.0 0.1
380 4.4647 0.00392157 0.7617 1.0 0.1
390 4.5888 0.00392157 0.7681 1.0 0.1
400 4.7242 0.00392157 0.7739 1.0 0.1
410 4.8593 0.00392157 0.7835 1.0 0.1
420 4.9913 0.00392157 0.7892 1.0 0.1
430 5.1201 0.00392157 0.7962 1.0 0.1
440 5.2523 0.00392157 0.8031 1.0 0.1
450 5.3921 0.00392157 0.8088 1.0 0.1
460 5.5301 0.00392157 0.8157 1.0 0.1
470 5.6648 0.00392157 0.821 1.0 0.1
480 5.7981 0.00392157 0.8267 1.0 0.1
490 5.9372 0.00392157 0.835 1.0 0.1
500 6.077 0.00392157 0.8408 1.0 0.1
510 6.2119 0.00392157 0.8465 1.0 0.1
520 6.349 0.00392157 0.8523 1.0 0.1
530 6.4827 0.00392157 0.8581 1.0 0.1
540 6.6261 0.00392157 0.8639 1.0 0.1
550 6.7569 0.00392157 0.8708 1.0 0.1
