0 0.0022 0.00392157 0.9999 1.0 0.9
10 0.0215 0.00392157 0.9986 1.0 0.9
20 0.0406 0.00392157 0.9973 1.0 0.9
30 0.059 0.00392157 0.996 1.0 0.9
40 0.078 0.00392157 0.9948 1.0 0.9
50 0.0957 0.00392157 0.9935 1.0 0.9
60 0.1146 0.00392157 0.9922 1.0 0.9
70 0.1331 0.00392157 0.9909 1.0 0.9
80 0.1514 0.00392157 0.9897 1.0 0.9
90 0.1697 0.00392157 0.9884 1.0 0.9
100 0.1887 0.00392157 0.9871 1.0 0.9
110 0.2075 0.00392157 0.9858 1.0 0.9
120 0.2265 0.00392157 0.9846 1.0 0.9
130 0.2448 0.00392157 0.9833 1.0 0.9
140 0.2643 0.00392157 0.982 1.0 0.9
150 0.2831 0.00392157 0.9807 1.0 0.9
160 0.3026 0.00392157 0.9795 1.0 0.9
170 0.3232 0.00392157 0.9782 1.0 0.9
180 0.3424 0.00392157 0.9769 1.0 0.9
190 0.3615 0.00392157 0.9756 1.0 0.9
200 0.3813 0.00392157 0.9744 1.0 0.9
210 0.4006 0.00392157 0.9731 1.0 0.8959
220 0.4196 0.00392157 0.9718 1.0 0.8959
230 0.4381 0.00392157 0.9705 1.0 0.8933
240 0.4567 0.00392157 0.9692 1.0 0.8933
250 0.4752 0.00392157 0.968 1.0 0.8
260 0.4938 0.00392157 0.9667 1.0 0.8
270 0.514 0.00392157 0.9654 1.0 0.8
280 0.5321 0.00392157 0.9641 1.0 0.8
290 0.5499 0.00392157 0.9628 1.0 0.8
300 0.5688 0.00392157 0.9615 1.0 0.8
310 0.5875 0.00392157 0.9602 1.0 0.8
320 0.641 0.00392157 0.959 1.0 0.8
330 0.6601 0.00392157 0.9577 1.0 0.8
340 0.6798 0.00392157 0.9563 1.0 0.8
350 0.6993 0.00392157 0.955 1.0 0.7976
360 0.7174 0.00392157 0.9537 1.0 0.7976
370 0.7346 0.00392157 0.9525 1.0 0.7976
380 0.7528 0.00392157 0.9512 1.0 0.7976
390 0.7703 0.00392157 0.9498 1.0 0.7976
400 0.7878 0.00392157 0.9485 1.0 0.7976
410 0.8059 0.00392157 0.9472 1.0 0.7976
