0 0.0085 0.0 0.0 0.0 0.0
10 0.0768 0.0 0.2342 1.0 0.1
20 0.1465 0.0 0.24 1.0 0.1
30 0.2144 0.0 0.2457 1.0 0.1
40 0.2861 0.0 0.2515 1.0 0.1
50 0.3567 0.0 0.2572 1.0 0.1
60 0.4279 0.0 0.2629 1.0 0.1
70 0.4994 0.0 0.2687 1.0 0.1
80 0.7275 0.0 0.2753 1.0 0.1
90 0.8022 0.0 0.2816 1.0 0.1
100 0.8753 0.0 0.2873 1.0 0.1
110 0.9475 0.0 0.2931 1.0 0.1
120 1.0218 0.0 0.2988 1.0 0.1
130 1.0972 0.0 0.3048 1.0 0.1
140 1.1705 0.0 0.3114 1.0 0.1
150 1.2484 0.0 0.318 1.0 0.1
160 1.3302 0.0 0.3241 1.0 0.1
170 1.4079 0.0 0.3298 1.0 0.1
180 1.4822 0.0 0.3356 1.0 0.1
190 1.561 0.0 0.3424 1.0 0.1
200 1.6351 0.0 0.3562 1.0 0.1
210 1.7092 0.0 0.377 1.0 0.1
220 1.7842 0.0 0.3882 1.0 0.1
230 1.8568 0.0 0.3966 1.0 0.1
240 1.9309 0.0 0.4121 1.0 0.1
250 2.005 0.0 0.4606 1.0 0.1
260 2.081 0.0 0.497 1.0 0.1
270 2.1552 0.0 0.5202 1.0 0.1
280 2.23 0.0 0.5366 1.0 0.1
290 2.3054 0.0 0.5706 1.0 0.1
300 2.3804 0.0 0.5842 1.0 0.1
310 2.4559 0.0 0.6162 1.0 0.1
320 2.5339 0.0 0.6331 1.0 0.1
330 2.6104 0.0 0.642 1.0 0.1
340 2.6864 0.0 0.6547 1.0 0.1
350 2.7646 0.0 0.662 1.0 0.1
360 2.8414 0.0 0.674 1.0 0.1
370 2.9205 0.0 0.6828 1.0 0.1
380 2.9993 0.0 0.6892 1.0 0.1
390 3.0789 0.0 0.7165 1.0 0.1
400 3.1578 0.0 0.7221 1.0 0.1
410 3.2404 0.0 0.7303 1.0 0.1
420 3.3265 0.0 0.739 1.0 0.1
430 3.4117 0.0 0.7488 1.0 0.1
440 3.4967 0.0 0.7558 1.0 0.1
450 3.584 0.0 0.7648 1.0 0.1
460 3.6704 0.0 0.771 1.0 0.1
470 3.7551 0.0 0.7767 1.0 0.1
480 3.8434 0.0 0.7833 1.0 0.1
490 3.9294 0.0 0.7887 1.0 0.1
500 4.0176 0.0 0.7945 1.0 0.1
510 4.1041 0.0 0.8022 1.0 0.1
520 4.1926 0.0 0.8079 1.0 0.1
530 4.2814 0.0 0.8137 1.0 0.1
540 4.3724 0.0 0.8194 1.0 0.1
550 4.4611 0.0 0.8252 1.0 0.1
560 4.5508 0.0 0.8309 1.0 0.1
570 4.6404 0.0 0.8363 1.0 0.1
580 4.7329 0.0 0.8423 1.0 0.1
590 4.8254 0.0 0.848 1.0 0.1
600 4.9164 0.0 0.8537 1.0 0.1
610 5.0101 0.0 0.8598 1.0 0.1
620 5.104 0.0 0.8655 1.0 0.1
630 5.1979 0.0 0.8712 1.0 0.1
640 5.2913 0.0 0.8768 1.0 0.1
650 5.3874 0.0 0.8826 1.0 0.1
660 5.4808 0.0 0.8883 1.0 0.1
670 5.5776 0.0 0.894 1.0 0.1
680 5.6725 0.0 0.9007 1.0 0.1
690 5.7703 0.0 0.9064 1.0 0.1
700 5.8694 0.0 0.9123 1.0 0.1
710 5.9668 0.0 0.918 1.0 0.1
720 6.0646 0.0 0.9241 1.0 0.1
730 6.1621 0.0 0.9298 1.0 0.1
740 6.2594 0.0 0.9355 1.0 0.1
750 6.3592 0.0 0.9413 1.0 0.1
760 6.4588 0.0 0.9468 1.0 0.1
770 6.5573 0.0 0.9529 1.0 0.1
780 6.6559 0.0 0.9587 1.0 0.1
790 6.754 0.0 0.9644 1.0 0.1
800 6.8547 0.0 0.9701 1.0 0.1
810 6.9549 0.0 0.9759 1.0 0.1
820 7.0542 0.0 0.9816 1.0 0.1
830 7.1576 0.0 0.9874 1.0 0.1
840 7.2609 0.1 0.9931 1.0 0.1
850 7.3598 0.1 0.9989 1.0 0.1
